candidate_name,core,spacer,anchor,substituent,design_family,smiles,canonical_smiles,valid_smiles,candidate_id
carbazole_C4_di-F-Ph,carbazole,C4,phosphonic acid,di-F-Ph,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0270
carbazole_C4_mono-Cl-Ph-A,carbazole,C4,phosphonic acid,mono-Cl-Ph-A,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(Cl)cc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0271
carbazole_C4_mono-Cl-Ph-B,carbazole,C4,phosphonic acid,mono-Cl-Ph-B,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccc(Cl)cc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccc(Cl)cc3)cc21,True,VSAM-0272
carbazole_C4_di-Cl-Ph,carbazole,C4,phosphonic acid,di-Cl-Ph,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(Cl)cc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(Cl)cc3)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0273
carbazole_C4_mono-Me-Ph-A,carbazole,C4,phosphonic acid,mono-Me-Ph-A,alkylaryl carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(C)cc3)cc2c2ccccc21,Cc1ccc(-c2ccc3c(c2)c2ccccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0274
carbazole_C4_mono-Me-Ph-B,carbazole,C4,phosphonic acid,mono-Me-Ph-B,alkylaryl carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccc(C)cc3)cc21,Cc1ccc(-c2ccc3c4ccccc4n(CCCCP(=O)(O)O)c3c2)cc1,True,VSAM-0275
carbazole_C4_di-Me-Ph,carbazole,C4,phosphonic acid,di-Me-Ph,alkylaryl carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(C)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C)cc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0276
carbazole_C4_F/Cl,carbazole,C4,phosphonic acid,F/Cl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(Cl)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(Cl)ccc21,True,VSAM-0277
carbazole_C4_F/Br,carbazole,C4,phosphonic acid,F/Br,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(Br)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(Br)ccc21,True,VSAM-0278
carbazole_C4_F/Me,carbazole,C4,phosphonic acid,F/Me,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(C)ccc21,Cc1ccc2c(c1)c1cc(F)ccc1n2CCCCP(=O)(O)O,True,VSAM-0279
carbazole_C4_F/OMe,carbazole,C4,phosphonic acid,F/OMe,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(F)ccc1n2CCCCP(=O)(O)O,True,VSAM-0280
carbazole_C4_F/CN,carbazole,C4,phosphonic acid,F/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(C#N)ccc21,N#Cc1ccc2c(c1)c1cc(F)ccc1n2CCCCP(=O)(O)O,True,VSAM-0281
carbazole_C4_F/CF3,carbazole,C4,phosphonic acid,F/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(C(F)(F)F)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0282
carbazole_C4_F/Ph,carbazole,C4,phosphonic acid,F/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(-c3ccccc3)ccc21,True,VSAM-0283
carbazole_C4_F/Th,carbazole,C4,phosphonic acid,F/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0284
carbazole_C4_F/Anisyl,carbazole,C4,phosphonic acid,F/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(F)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0285
carbazole_C4_F/F-Ph,carbazole,C4,phosphonic acid,F/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0286
carbazole_C4_F/Cl-Ph,carbazole,C4,phosphonic acid,F/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0287
carbazole_C4_F/Me-Ph,carbazole,C4,phosphonic acid,F/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(F)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0288
carbazole_C4_Cl/Br,carbazole,C4,phosphonic acid,Cl/Br,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Br)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Br)ccc21,True,VSAM-0289
carbazole_C4_Cl/Me,carbazole,C4,phosphonic acid,Cl/Me,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(C)ccc21,Cc1ccc2c(c1)c1cc(Cl)ccc1n2CCCCP(=O)(O)O,True,VSAM-0290
carbazole_C4_Cl/OMe,carbazole,C4,phosphonic acid,Cl/OMe,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(Cl)ccc1n2CCCCP(=O)(O)O,True,VSAM-0291
carbazole_C4_Cl/CN,carbazole,C4,phosphonic acid,Cl/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(C#N)ccc21,N#Cc1ccc2c(c1)c1cc(Cl)ccc1n2CCCCP(=O)(O)O,True,VSAM-0292
carbazole_C4_Cl/CF3,carbazole,C4,phosphonic acid,Cl/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(C(F)(F)F)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0293
carbazole_C4_Cl/Ph,carbazole,C4,phosphonic acid,Cl/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(-c3ccccc3)ccc21,True,VSAM-0294
carbazole_C4_Cl/Th,carbazole,C4,phosphonic acid,Cl/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0295
carbazole_C4_Cl/Anisyl,carbazole,C4,phosphonic acid,Cl/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(Cl)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0296
carbazole_C4_Cl/F-Ph,carbazole,C4,phosphonic acid,Cl/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0297
carbazole_C4_Cl/Cl-Ph,carbazole,C4,phosphonic acid,Cl/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0298
carbazole_C4_Cl/Me-Ph,carbazole,C4,phosphonic acid,Cl/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(Cl)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0299
carbazole_C4_Br/Me,carbazole,C4,phosphonic acid,Br/Me,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(C)ccc21,Cc1ccc2c(c1)c1cc(Br)ccc1n2CCCCP(=O)(O)O,True,VSAM-0300
carbazole_C4_Br/OMe,carbazole,C4,phosphonic acid,Br/OMe,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(Br)ccc1n2CCCCP(=O)(O)O,True,VSAM-0301
carbazole_C4_Br/CN,carbazole,C4,phosphonic acid,Br/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(C#N)ccc21,N#Cc1ccc2c(c1)c1cc(Br)ccc1n2CCCCP(=O)(O)O,True,VSAM-0302
carbazole_C4_Br/CF3,carbazole,C4,phosphonic acid,Br/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(C(F)(F)F)ccc21,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0303
carbazole_C4_Br/Ph,carbazole,C4,phosphonic acid,Br/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(-c3ccccc3)ccc21,True,VSAM-0304
carbazole_C4_Br/Th,carbazole,C4,phosphonic acid,Br/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0305
carbazole_C4_Br/Anisyl,carbazole,C4,phosphonic acid,Br/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(Br)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0306
carbazole_C4_Br/F-Ph,carbazole,C4,phosphonic acid,Br/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0307
carbazole_C4_Br/Cl-Ph,carbazole,C4,phosphonic acid,Br/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0308
carbazole_C4_Br/Me-Ph,carbazole,C4,phosphonic acid,Br/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(Br)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0309
carbazole_C4_Me/OMe,carbazole,C4,phosphonic acid,Me/OMe,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(C)ccc1n2CCCCP(=O)(O)O,True,VSAM-0310
carbazole_C4_Me/CN,carbazole,C4,phosphonic acid,Me/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(C#N)ccc21,Cc1ccc2c(c1)c1cc(C#N)ccc1n2CCCCP(=O)(O)O,True,VSAM-0311
carbazole_C4_Me/CF3,carbazole,C4,phosphonic acid,Me/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(C(F)(F)F)ccc21,Cc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCCP(=O)(O)O,True,VSAM-0312
carbazole_C4_Me/Ph,carbazole,C4,phosphonic acid,Me/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(c3ccccc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0313
carbazole_C4_Me/Th,carbazole,C4,phosphonic acid,Me/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(c3ccsc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0314
carbazole_C4_Me/Anisyl,carbazole,C4,phosphonic acid,Me/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0315
carbazole_C4_Me/F-Ph,carbazole,C4,phosphonic acid,Me/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(c3ccc(F)cc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0316
carbazole_C4_Me/Cl-Ph,carbazole,C4,phosphonic acid,Me/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(c3ccc(Cl)cc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0317
carbazole_C4_Me/Me-Ph,carbazole,C4,phosphonic acid,Me/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0318
carbazole_C4_OMe/CN,carbazole,C4,phosphonic acid,OMe/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(C#N)ccc21,COc1ccc2c(c1)c1cc(C#N)ccc1n2CCCCP(=O)(O)O,True,VSAM-0319
carbazole_C4_OMe/CF3,carbazole,C4,phosphonic acid,OMe/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(C(F)(F)F)ccc21,COc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCCP(=O)(O)O,True,VSAM-0320
carbazole_C4_OMe/Ph,carbazole,C4,phosphonic acid,OMe/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(c3ccccc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0321
carbazole_C4_OMe/Th,carbazole,C4,phosphonic acid,OMe/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(c3ccsc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0322
carbazole_C4_OMe/Anisyl,carbazole,C4,phosphonic acid,OMe/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(OC)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0323
carbazole_C4_OMe/F-Ph,carbazole,C4,phosphonic acid,OMe/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(c3ccc(F)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0324
carbazole_C4_OMe/Cl-Ph,carbazole,C4,phosphonic acid,OMe/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(c3ccc(Cl)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0325
carbazole_C4_OMe/Me-Ph,carbazole,C4,phosphonic acid,OMe/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(c3ccc(C)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(C)cc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0326
carbazole_C4_CN/CF3,carbazole,C4,phosphonic acid,CN/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(C(F)(F)F)ccc21,N#Cc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCCP(=O)(O)O,True,VSAM-0327
carbazole_C4_CN/Ph,carbazole,C4,phosphonic acid,CN/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(c3ccccc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0328
carbazole_C4_CN/Th,carbazole,C4,phosphonic acid,CN/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(c3ccsc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0329
carbazole_C4_CN/Anisyl,carbazole,C4,phosphonic acid,CN/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C#N)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0330
carbazole_C4_CN/F-Ph,carbazole,C4,phosphonic acid,CN/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(c3ccc(F)cc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0331
carbazole_C4_CN/Cl-Ph,carbazole,C4,phosphonic acid,CN/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(c3ccc(Cl)cc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCCP(=O)(O)O,True,VSAM-0332
carbazole_C4_CN/Me-Ph,carbazole,C4,phosphonic acid,CN/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C#N)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0333
carbazole_C4_CF3/Ph,carbazole,C4,phosphonic acid,CF3/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0334
carbazole_C4_CF3/Th,carbazole,C4,phosphonic acid,CF3/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccsc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0335
carbazole_C4_CF3/Anisyl,carbazole,C4,phosphonic acid,CF3/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C(F)(F)F)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0336
carbazole_C4_CF3/F-Ph,carbazole,C4,phosphonic acid,CF3/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0337
carbazole_C4_CF3/Cl-Ph,carbazole,C4,phosphonic acid,CF3/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(Cl)cc3)cc2c2cc(C(F)(F)F)ccc21,True,VSAM-0338
carbazole_C4_CF3/Me-Ph,carbazole,C4,phosphonic acid,CF3/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C(F)(F)F)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0339
carbazole_C4_Ph/Th,carbazole,C4,phosphonic acid,Ph/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0340
carbazole_C4_Ph/Anisyl,carbazole,C4,phosphonic acid,Ph/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0341
carbazole_C4_Ph/F-Ph,carbazole,C4,phosphonic acid,Ph/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccc(F)cc3)ccc21,True,VSAM-0342
carbazole_C4_Ph/Cl-Ph,carbazole,C4,phosphonic acid,Ph/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0343
carbazole_C4_Ph/Me-Ph,carbazole,C4,phosphonic acid,Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0344
carbazole_C4_Th/Anisyl,carbazole,C4,phosphonic acid,Th/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccsc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0345
carbazole_C4_Th/F-Ph,carbazole,C4,phosphonic acid,Th/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0346
carbazole_C4_Th/Cl-Ph,carbazole,C4,phosphonic acid,Th/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(Cl)cc3)cc2c2cc(-c3ccsc3)ccc21,True,VSAM-0347
carbazole_C4_Th/Me-Ph,carbazole,C4,phosphonic acid,Th/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccsc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0348
carbazole_C4_Anisyl/F-Ph,carbazole,C4,phosphonic acid,Anisyl/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(F)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(F)cc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0349
carbazole_C4_Anisyl/Cl-Ph,carbazole,C4,phosphonic acid,Anisyl/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(Cl)cc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0350
carbazole_C4_Anisyl/Me-Ph,carbazole,C4,phosphonic acid,Anisyl/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C)cc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0351
carbazole_C4_F-Ph/Cl-Ph,carbazole,C4,phosphonic acid,F-Ph/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccc(Cl)cc3)ccc21,True,VSAM-0352
carbazole_C4_F-Ph/Me-Ph,carbazole,C4,phosphonic acid,F-Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(F)cc4)ccc2n3CCCCP(=O)(O)O)cc1,True,VSAM-0353
