canonical_smiles,name,original_smiles,pce_mean,pce_median,pce_max,record_count,phosphonic acid / phosphonate,carboxylic acid / carboxylate,carbazole core,benzene ring,thiophene ring,C2 alkyl spacer,C3 alkyl spacer,C4 alkyl spacer,C6 alkyl chain,carbonyl group,fluorinated carbon,chlorinated aryl,brominated aryl,Ring count,Aromatic rings,P atoms,N atoms,O atoms,F atoms,Heavy atoms,MolWt,LogP,TPSA,HBA,HBD,FractionCSP3,brics_fragments,pce_group
O=P(O)(O)CCCn1c2ccccc2c2cc3c4ccccc4n(-c4ccccc4)c3cc21,Ph-DIBCz,O=P(O)(O)CCCn1c2ccccc2c2cc3c4ccccc4n(-c4ccccc4)c3cc21,18.226666666666663,18.7,18.74,3,1,0,1,1,0,1,1,0,0,0,0,0,0,6,6,1,2,3,0,33,454.4660000000002,6.459400000000005,67.39,1,2,0.1111111111111111,*CCCP(=O)(O)O|*c1ccccc1|*n1c2ccccc2c2cc3c4ccccc4n(*)c3cc21,middle
O=P(O)(O)CCCn1c2ccccc2c2cc3ccccc3cc21,3BCP,O=P(O)(O)CCCn1c2ccccc2c2cc3ccccc3cc21,19.2,19.2,19.2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,4,4,1,1,3,0,24,339.3310000000001,4.515500000000003,62.46,1,2,0.15789473684210525,*CCCP(=O)(O)O|*n1c2ccccc2c2cc3ccccc3cc21,high
O=P(O)(O)CCCn1c2ccccc2c2ccc3c4ccccc4n(-c4ccccc4)c3c21,Ph-DIACz,O=P(O)(O)CCCn1c2ccccc2c2ccc3c4ccccc4n(-c4ccccc4)c3c21,19.396666666666665,19.57,20.14,3,1,0,1,1,0,1,1,0,0,0,0,0,0,6,6,1,2,3,0,33,454.4660000000002,6.459400000000005,67.39,1,2,0.1111111111111111,*CCCP(=O)(O)O|*c1ccccc1|*n1c2ccccc2c2ccc3c4ccccc4n(*)c3c21,high
O=P(O)(O)CCCn1c2ccccc2c2ccccc21,3PACz,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCCP(=O)(O)O,16.7,16.85,17.0,4,1,0,1,1,0,1,1,0,0,0,0,0,0,3,3,1,1,3,0,20,289.271,3.362300000000002,62.46,1,2,0.2,*CCCP(=O)(O)O|*n1c2ccccc2c2ccccc21,middle
O=P(O)(O)CCN1c2ccc(Br)cc2Oc2cc(Br)ccc21,Br-2EPO,O=P(O)(O)CCN1c2ccc(Br)cc2Oc2cc(Br)ccc21,17.21,17.21,17.21,1,1,0,0,1,0,1,0,0,0,0,0,0,1,3,2,1,1,4,0,22,449.03500000000014,4.633100000000002,70.0,3,2,0.14285714285714285,*CCP(=O)(O)O|*N1c2ccc(Br)cc2Oc2cc(Br)ccc21,middle
O=P(O)(O)CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21,Br-2EPT,O=P(O)(O)CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21,17.46,17.46,17.46,1,1,0,0,1,0,1,0,0,0,0,0,0,1,3,2,1,1,3,0,22,465.1030000000001,4.992000000000002,60.77,3,2,0.14285714285714285,*CCP(=O)(O)O|*N1c2ccc(Br)cc2Sc2cc(Br)ccc21,middle
O=P(O)(O)CCN1c2ccc(Br)cc2[Se]c2cc(Br)ccc21,Br-2EPSe,O=P(O)(O)CCN1c2ccc(Br)cc2[Se]c2cc(Br)ccc21,18.16,18.16,18.41,2,1,0,0,1,0,1,0,0,0,0,0,0,1,3,2,1,1,3,0,22,511.9960000000001,2.4958,60.77,2,2,0.14285714285714285,*CCP(=O)(O)O|*N1c2ccc(Br)cc2[Se]c2cc(Br)ccc21,middle
O=P(O)(O)CCn1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c21,4Cl-PACz,O=P(O)(O)CCn1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c21,17.5,17.5,18.2,4,1,0,1,1,0,1,0,0,0,0,0,1,0,3,3,1,1,3,0,23,413.02400000000017,5.5858000000000025,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c21,middle
O=P(O)(O)CCn1c2cc(-c3ccc(F)cc3)ccc2c2ccc(-c3ccc(F)cc3)cc21,BPC-F,O=P(O)(O)CCn1c2cc(-c3ccc(F)cc3)ccc2c2ccc(-c3ccc(F)cc3)cc21,13.7,13.7,14.5,2,1,0,1,1,0,1,0,0,0,0,1,0,0,5,5,1,1,3,2,33,463.4200000000002,6.584400000000005,62.46,1,2,0.07692307692307693,*CCP(=O)(O)O|*c1ccc(F)cc1|*c1ccc2c3ccc(*)cc3n(*)c2c1,middle
O=P(O)(O)CCn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,Ph-2PACz,O=P(O)(O)CCn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,18.38,18.5,18.54,3,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,1,1,3,0,31,427.44000000000017,6.306200000000005,62.46,1,2,0.07692307692307693,*CCP(=O)(O)O|*c1ccc2c3ccc(*)cc3n(*)c2c1|*c1ccccc1,middle
O=P(O)(O)CCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,2PAThCz,O=P(O)(O)CCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,19.895,19.895,20.27,2,1,0,1,1,1,1,0,0,0,0,0,0,0,5,5,1,1,3,0,29,439.49800000000016,6.429200000000005,62.46,3,2,0.09090909090909091,*CCP(=O)(O)O|*c1ccc2c3ccc(*)cc3n(*)c2c1|*c1ccsc1,high
O=P(O)(O)CCn1c2cc(Br)ccc2c2ccc(Br)cc21,"2,7-diBr-2PACz",O=P(O)(O)CCn1c2cc(Br)ccc2c2ccc(Br)cc21,17.345555555555553,17.575,19.1,18,1,0,1,1,0,1,0,0,0,0,0,0,1,3,3,1,1,3,0,21,433.0360000000001,4.497200000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2cc(Br)ccc2c2ccc(Br)cc21,middle
O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,15.225,15.7,18.9,4,1,0,1,1,0,1,0,0,0,0,0,1,0,3,3,1,1,3,0,21,344.13400000000007,4.279000000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2cc(Cl)ccc2c2ccc(Cl)cc21,middle
O=P(O)(O)CCn1c2cc(F)ccc2c2ccc(F)cc21,F-2PACz,O=P(O)(O)CCn1c2cc(F)ccc2c2ccc(F)cc21,17.7,17.7,17.7,1,1,0,1,1,0,1,0,0,0,0,1,0,0,3,3,1,1,3,2,21,311.22400000000005,3.2504000000000017,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2cc(F)ccc2c2ccc(F)cc21,middle
O=P(O)(O)CCn1c2cc(I)ccc2c2ccc(I)cc21,I-2PACz,O=P(O)(O)CCn1c2cc(I)ccc2c2ccc(I)cc21,18.2,18.2,18.2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,1,3,0,21,527.0360000000001,4.181400000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2cc(I)ccc2c2ccc(I)cc21,middle
O=P(O)(O)CCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,Ph-Cz,O=P(O)(O)CCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,18.51,18.51,18.51,1,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,1,1,3,0,31,427.44000000000017,6.306200000000005,62.46,1,2,0.07692307692307693,*CCP(=O)(O)O|*c1ccc2c(c1)c1cc(*)ccc1n2*|*c1ccccc1,high
O=P(O)(O)CCn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,Th-Cz,O=P(O)(O)CCn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,19.571428571428573,19.34,20.91,7,1,0,1,1,1,1,0,0,0,0,0,0,0,5,5,1,1,3,0,29,439.49800000000016,6.429200000000005,62.46,3,2,0.09090909090909091,*CCP(=O)(O)O|*c1ccc2c(c1)c1cc(*)ccc1n2*|*c1cccs1,high
O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,17.725,18.125,19.9,16,1,0,1,1,0,1,0,0,0,0,0,0,1,3,3,1,1,3,0,21,433.0360000000001,4.497200000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccc(Br)cc2c2cc(Br)ccc21,middle
O=P(O)(O)CCn1c2ccc(Br)cc2c2ccc(Br)cc21,"2,6-diBr-2PACz",O=P(O)(O)CCn1c2ccc(Br)cc2c2ccc(Br)cc21,11.696666666666667,10.84,16.5,3,1,0,1,1,0,1,0,0,0,0,0,0,1,3,3,1,1,3,0,21,433.0360000000001,4.497200000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccc(Br)cc2c2ccc(Br)cc21,low
O=P(O)(O)CCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,18.234615384615385,18.21,18.91,13,1,0,1,1,0,1,0,0,0,0,0,1,0,3,3,1,1,3,0,21,344.13400000000007,4.279000000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccc(Cl)cc2c2cc(Cl)ccc21,middle
O=P(O)(O)CCn1c2ccc(Cl)cc2c2ccc(Cl)cc21,"2,6-diCl-2PACz",O=P(O)(O)CCn1c2ccc(Cl)cc2c2ccc(Cl)cc21,17.36,17.36,17.36,1,1,0,1,1,0,1,0,0,0,0,0,1,0,3,3,1,1,3,0,21,344.13400000000007,4.279000000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccc(Cl)cc2c2ccc(Cl)cc21,middle
O=P(O)(O)CCn1c2ccc(I)cc2c2ccc(I)cc21,Cz-I-2,O=P(O)(O)CCn1c2ccc(I)cc2c2ccc(I)cc21,17.85,17.85,18.1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,1,3,0,21,527.0360000000001,4.181400000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccc(I)cc2c2ccc(I)cc21,middle
O=P(O)(O)CCn1c2cccc(Cl)c2c2c(Cl)cccc21,"4,5-Cl-2PACz",O=P(O)(O)CCn1c2cccc(Cl)c2c2c(Cl)cccc21,18.796666666666667,18.67,19.05,3,1,0,1,1,0,1,0,0,0,0,0,1,0,3,3,1,1,3,0,21,344.13400000000007,4.279000000000003,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2cccc(Cl)c2c2c(Cl)cccc21,high
O=P(O)(O)CCn1c2ccccc2c2c3ccccc3ccc21,BZCz,O=P(O)(O)CCn1c2ccccc2c2c3ccccc3ccc21,18.7,18.7,18.7,1,1,0,1,1,0,1,0,0,0,0,0,0,0,4,4,1,1,3,0,23,325.3040000000001,4.125400000000003,62.46,1,2,0.1111111111111111,*CCP(=O)(O)O|*n1c2ccccc2c2c3ccccc3ccc21,high
O=P(O)(O)CCn1c2ccccc2c2cc(Br)ccc21,3-Br-2PACz,C1=CC2=C(C=C1Br)C3=C(N2CCP(=O)(O)O)C=CC=C3,17.333333333333332,17.67,19.35,6,1,0,1,1,0,1,0,0,0,0,0,0,1,3,3,1,1,3,0,20,354.14000000000004,3.734700000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccccc2c2cc(Br)ccc21,middle
O=P(O)(O)CCn1c2ccccc2c2cc(Cl)ccc21,1Cl-PACz,O=P(O)(O)CCn1c2ccccc2c2cc(Cl)ccc21,19.0,19.0,19.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,3,3,1,1,3,0,20,309.689,3.625600000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccccc2c2cc(Cl)ccc21,high
O=P(O)(O)CCn1c2ccccc2c2cc3c(cc21)c1ccccc1n3CCP(=O)(O)O,2PACz-D1,O=P(O)(O)CCn1c2ccccc2c2cc3c(cc21)c1ccccc1n3CCP(=O)(O)O,19.44,19.44,19.44,1,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,2,2,6,0,32,472.3740000000002,4.257800000000005,124.92000000000002,2,4,0.18181818181818182,*CCP(=O)(O)O|*n1c2ccccc2c2cc3c(cc21)c1ccccc1n3*,high
O=P(O)(O)CCn1c2ccccc2c2ccc(Br)cc21,2-Br-2PACz,O=P(O)(O)CCn1c2ccccc2c2ccc(Br)cc21,19.515,19.515,20.05,2,1,0,1,1,0,1,0,0,0,0,0,0,1,3,3,1,1,3,0,20,354.14000000000004,3.734700000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccccc2c2ccc(Br)cc21,high
O=P(O)(O)CCn1c2ccccc2c2ccc(C(F)(F)F)cc21,1CF3-2PACz,O=P(O)(O)CCn1c2ccccc2c2ccc(C(F)(F)F)cc21,17.39,17.39,17.39,1,1,0,1,1,0,1,0,0,0,0,1,0,0,3,3,1,1,3,3,23,343.24100000000004,3.9910000000000023,62.46,1,2,0.2,*C(F)(F)F|*CCP(=O)(O)O|*c1ccc2c3ccccc3n(*)c2c1,middle
O=P(O)(O)CCn1c2ccccc2c2ccc(Cl)cc21,1Cl-2PACz,O=P(O)(O)CCn1c2ccccc2c2ccc(Cl)cc21,19.575000000000003,19.575000000000003,20.12,2,1,0,1,1,0,1,0,0,0,0,0,1,0,3,3,1,1,3,0,20,309.689,3.625600000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccccc2c2ccc(Cl)cc21,high
O=P(O)(O)CCn1c2ccccc2c2ccc(F)cc21,1F-2PACz,O=P(O)(O)CCn1c2ccccc2c2ccc(F)cc21,17.62,17.62,17.62,1,1,0,1,1,0,1,0,0,0,0,1,0,0,3,3,1,1,3,1,20,293.23400000000004,3.111300000000001,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccccc2c2ccc(F)cc21,middle
O=P(O)(O)CCn1c2ccccc2c2ccc(I)cc21,1I-2PACz,O=P(O)(O)CCn1c2ccccc2c2ccc(I)cc21,18.72,18.72,18.72,1,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,1,3,0,20,401.14000000000004,3.576800000000002,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccccc2c2ccc(I)cc21,high
O=P(O)(O)CCn1c2ccccc2c2ccccc21,2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,16.55982142857143,16.8,20.31,112,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,1,3,0,19,275.244,2.972200000000001,62.46,1,2,0.14285714285714285,*CCP(=O)(O)O|*n1c2ccccc2c2ccccc21,middle
O=P(O)(O)Cc1c(F)c(F)c(F)c(F)c1F,F5BnPA,O=P(O)(O)Cc1c(F)c(F)c(F)c(F)c1F,12.166666666666666,15.0,17.8,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,5,16,262.06999999999994,2.0597999999999996,57.53,1,2,0.14285714285714285,*CP(=O)(O)O|*c1c(F)c(F)c(F)c(F)c1F,low
O=P(O)(O)Cc1ccc(C(F)(F)F)cc1,3FMBPA,O=P(O)(O)Cc1ccc(C(F)(F)F)cc1,3.82,3.82,3.82,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,3,15,240.11699999999996,2.3831000000000007,57.53,1,2,0.25,*C(F)(F)F|*CP(=O)(O)O|*c1ccc(*)cc1,low
O=P(O)(O)Cc1ccccc1,BnPA,O=P(O)(O)Cc1ccccc1,16.15,16.15,17.4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,11,172.12,1.3642999999999998,57.53,1,2,0.14285714285714285,*CP(=O)(O)O|*c1ccccc1,middle
O=P(O)(O)c1ccc(-n2c3cc(-c4ccccc4)ccc3c3ccc(-c4ccccc4)cc32)cc1,JJ37,O=P(O)(O)c1ccc(-n2c3cc(-c4ccccc4)ccc3c3ccc(-c4ccccc4)cc32)cc1,15.678,17.0,19.7,5,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,1,1,3,0,35,475.48400000000015,6.920700000000005,62.46,1,2,0.0,*c1ccc(P(=O)(O)O)cc1|*c1ccc2c3ccc(*)cc3n(*)c2c1|*c1ccccc1,middle
O=P(O)(O)c1ccc(-n2c3cc4ccccc4cc3c3c4ccccc4ccc32)cc1,pPhPADCB,O=P(O)(O)c1ccc(-n2c3cc4ccccc4cc3c3c4ccccc4ccc32)cc1,17.4425,18.35,19.47,4,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,1,1,3,0,31,423.40800000000013,5.893100000000004,62.46,1,2,0.0,*c1ccc(P(=O)(O)O)cc1|*n1c2cc3ccccc3cc2c2c3ccccc3ccc21,middle
O=P(O)(O)c1ccc(-n2c3ccccc3c3ccccc32)cc1,p-PhACz,O=P(O)(O)c1ccc(-n2c3ccccc3c3ccccc32)cc1,18.3,18.3,18.3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,4,1,1,3,0,23,323.288,3.586700000000002,62.46,1,2,0.0,*c1ccc(P(=O)(O)O)cc1|*n1c2ccccc2c2ccccc21,middle
O=P(O)(O)c1ccc(Br)cc1,BPA,O=P(O)(O)c1ccc(Br)cc1,2.7,2.7,2.7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,11,236.98899999999998,1.2520999999999998,57.53,1,2,0.0,O=P(O)(O)c1ccc(Br)cc1,low
O=P(O)(O)c1ccc(Cl)cc1,CPA,O=P(O)(O)c1ccc(Cl)cc1,2.6,2.6,2.6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,11,192.53799999999998,1.1429999999999996,57.53,1,2,0.0,O=P(O)(O)c1ccc(Cl)cc1,low
O=P(O)(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,p-DPAPCz,O=P(O)(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,17.38,17.38,17.38,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,1,3,0,23,325.30400000000003,3.959400000000003,60.77,2,2,0.0,*N(*)*|*c1ccc(P(=O)(O)O)cc1|*c1ccccc1,middle
O=P(O)(O)c1cccc(-n2c3ccccc3c3ccccc32)c1,m-PhACz,O=P(O)(O)c1cccc(-n2c3ccccc3c3ccccc32)c1,19.44,19.44,19.44,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,4,1,1,3,0,23,323.288,3.586700000000002,62.46,1,2,0.0,*c1cccc(P(=O)(O)O)c1|*n1c2ccccc2c2ccccc21,high
O=P(O)(O)c1ccccc1,PPA,O=P(O)(O)c1ccccc1,1.64,1.64,1.64,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,10,158.093,0.4895999999999999,57.53,1,2,0.0,O=P(O)(O)c1ccccc1,low
O=S(=O)(Cl)c1ccc(Cl)cc1,CBSC,O=S(=O)(Cl)c1ccc(Cl)cc1,8.95,8.95,9.1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,11,211.06900000000002,2.2675,34.14,2,0,0.0,O=S(=O)(Cl)c1ccc(Cl)cc1,low
O=S(=O)(O)c1ccc(Cl)cc1,CBSA,O=S(=O)(O)c1ccc(Cl)cc1,8.211111111111112,8.1,9.2,9,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,11,192.623,1.5867000000000002,54.370000000000005,2,1,0.0,O=S(=O)(O)c1ccc(Cl)cc1,low
