row_id,graph_gate,smiles_gate,tabular_gate,split
213,0.00016841126489453018,0.0005707266391254961,0.9992608428001404,val
224,0.0001524183462606743,0.0002730031555984169,0.999574601650238,val
227,0.0001835448492784053,0.00041255904943682253,0.9994038343429565,val
228,0.0002331942378077656,0.0006055859848856926,0.9991612434387207,val
229,0.0001985219569178298,0.00035100794048048556,0.9994505047798157,val
230,0.00021316806669346988,0.0008214534027501941,0.9989653825759888,val
260,0.00017517994274385273,0.0006089724483899772,0.999215841293335,val
292,0.00013067098916508257,0.00042676253360696137,0.9994425177574158,val
299,8.591393998358399e-05,0.0001819658646127209,0.9997320771217346,val
313,0.00022130570141598582,0.0003806183231063187,0.9993979930877686,val
323,0.0004936871700920165,0.0023153044749051332,0.9971910119056702,val
326,0.00014821664080955088,0.0004202594282105565,0.9994315505027771,val
346,0.9019757509231567,0.01862562634050846,0.07939861714839935,val
347,0.9173409938812256,0.020723672583699226,0.06193536892533302,val
357,0.0001370902464259416,0.00108420941978693,0.998778760433197,val
361,0.00011173116945428774,0.000485114345792681,0.9994031190872192,val
364,8.132692164508626e-05,0.0004060508217662573,0.9995125532150269,val
402,0.0001708703930489719,0.0007535641198046505,0.9990755319595337,val
405,0.00016059265180956572,0.0005873803747817874,0.9992520213127136,val
411,0.9796083569526672,0.006394635420292616,0.013996890746057034,val
413,0.9856583476066589,0.00577964773401618,0.008561963215470314,val
417,0.0002183655888075009,0.0005028766463510692,0.9992788434028625,val
418,0.0001898885820992291,0.0004283159214537591,0.9993817806243896,val
419,0.000562743516638875,0.0006996536394581199,0.9987375140190125,val
420,0.0002773662854451686,0.0007467729737982154,0.9989758729934692,val
421,0.0001542949612485245,0.0002401347883278504,0.9996055960655212,val
427,0.00010645435395417735,0.0002401874662609771,0.9996533393859863,val
432,0.00014484647545032203,0.0002860852691810578,0.9995689988136292,val
439,0.0004723044694401324,0.0009478760184720159,0.998579740524292,val
440,0.00029278857982717454,0.0011528999311849475,0.9985542893409729,val
447,0.00013719723210670054,0.00024460710119456053,0.9996181726455688,val
448,0.00030769023578613997,0.000961577461566776,0.9987307190895081,val
450,0.49883607029914856,0.3765135109424591,0.12465043365955353,val
451,0.37032651901245117,0.43650639057159424,0.19316710531711578,val
460,0.0001251446665264666,0.0004955596523359418,0.9993792772293091,val
461,0.00012886484910268337,0.0004910495481453836,0.9993799924850464,val
462,0.00024217493773903698,0.00045825651613995433,0.9992995262145996,val
498,0.00015811693447176367,0.0003799311234615743,0.9994619488716125,val
501,0.00012948729272466153,0.00040877374703995883,0.9994617104530334,val
503,0.0003353857609909028,0.0008018095977604389,0.9988627433776855,val
506,0.00024528667563572526,0.0009720400557853281,0.9987826943397522,val
509,0.00039918936090543866,0.0005703915958292782,0.9990304708480835,val
516,0.0002034555363934487,0.0005030998727306724,0.9992934465408325,val
519,0.0006753185880370438,0.0009048105566762388,0.9984198808670044,val
522,0.0003025867627002299,0.0005818184581585228,0.999115526676178,val
525,0.0003356102097313851,0.0004077858757227659,0.9992566704750061,val
532,0.9650627374649048,0.007469333708286285,0.027467895299196243,val
539,0.9750156998634338,0.00492654787376523,0.020057793706655502,val
1,0.00013737240806221962,0.00025578049826435745,0.9996069073677063,test
5,0.0001008661201922223,0.00035786378430202603,0.9995412826538086,test
10,0.9377194046974182,0.059768419712781906,0.00251217745244503,test
13,0.00012646451068576425,0.0004694955423474312,0.9994040727615356,test
32,0.00019207237346563488,0.0017250586533918977,0.9980828762054443,test
35,9.733968909131363e-05,0.00030599383171647787,0.9995966553688049,test
36,0.00022419795277528465,0.0009369728504680097,0.9988388419151306,test
37,9.282480459660292e-05,0.0002475427172612399,0.9996596574783325,test
38,0.00019800293375737965,0.000443969969637692,0.9993579983711243,test
39,0.00022700901899952441,0.0007878628675825894,0.9989851117134094,test
40,0.00011690913379425183,0.0003113432030659169,0.9995717406272888,test
41,0.00038015464087948203,0.0006809335900470614,0.9989389777183533,test
42,0.0001433048164471984,0.00029742790502496064,0.999559223651886,test
43,7.438906322931871e-05,0.00034981389762833714,0.9995757937431335,test
44,0.00011591526708798483,0.0003707311407197267,0.9995133876800537,test
45,0.00017616279365029186,0.0006312206969596446,0.9991926550865173,test
46,0.0003652687883004546,0.0007042937213554978,0.9989305138587952,test
47,0.00028820999432355165,0.0006821861607022583,0.9990296363830566,test
58,0.00015525348135270178,0.00041854468872770667,0.9994262456893921,test
78,0.0002076474338537082,0.00039992545498535037,0.9993923902511597,test
80,0.00025914612342603505,0.0007539396756328642,0.9989868998527527,test
82,0.000233145707170479,0.0005220873863436282,0.9992448091506958,test
84,0.00016649843018967658,0.0005897972732782364,0.9992437362670898,test
85,0.00041907530976459384,0.0007591937901452184,0.9988216757774353,test
109,0.9764316082000732,0.008701515384018421,0.014866909943521023,test
124,0.00012505680206231773,0.0002473290078341961,0.9996275901794434,test
125,0.00014191219815984368,0.0002193510881625116,0.9996386766433716,test
126,0.00013985697296448052,0.00034346929169259965,0.9995166063308716,test
136,0.00022617656213697046,0.00047442541108466685,0.9992992877960205,test
137,0.00012094068370060995,0.0002871241595130414,0.9995918869972229,test
143,0.00016741287254262716,0.00038088293513283134,0.9994516968727112,test
144,0.0006755526992492378,0.0011436239583417773,0.9981808662414551,test
168,9.371805936098099e-05,0.00040278141386806965,0.999503493309021,test
169,8.031155448406935e-05,0.0002926548186223954,0.9996269941329956,test
173,9.015521936817095e-05,0.00038223498268052936,0.9995275735855103,test
220,9.788441093405709e-05,0.00021538215514738113,0.9996868371963501,test
221,0.0001229406479978934,0.00024599238531664014,0.9996310472488403,test
225,0.00022547728440258652,0.0003702315443661064,0.9994041919708252,test
233,0.00011858819198096171,0.0003205232787877321,0.9995608925819397,test
244,0.00016642319678794593,0.0007842308259569108,0.9990493655204773,test
290,8.811266161501408e-05,0.0002927153545897454,0.9996192455291748,test
312,0.00019131095905322582,0.0003378551627974957,0.9994707703590393,test
314,0.0002447540464345366,0.0003975622821599245,0.9993577599525452,test
315,0.00022723864822182804,0.00035683304304257035,0.9994159936904907,test
316,0.00038746552309021354,0.000488694233354181,0.9991238713264465,test
335,0.0002666775253601372,0.0008285290678031743,0.9989047050476074,test
336,0.00012459819845389575,0.00024241150822490454,0.9996329545974731,test
392,0.0001674044760875404,0.0003042581374756992,0.9995282888412476,test
395,0.00016055117885116488,0.00041932996828109026,0.9994200468063354,test
398,9.246753324987367e-05,0.00023697187134530395,0.9996705055236816,test
401,8.513506327290088e-05,0.0004567615978885442,0.9994580149650574,test
406,0.00027981685707345605,0.0012170204427093267,0.9985032081604004,test
407,0.0004975865012966096,0.0010410845279693604,0.9984613656997681,test
408,0.00023038631479721516,0.0004337059799581766,0.9993358254432678,test
409,8.153278758982196e-05,0.0004575525235850364,0.9994609951972961,test
424,0.0003331260522827506,0.0007811799296177924,0.9988856911659241,test
428,0.00012542710464913398,0.00025994059978984296,0.9996145963668823,test
433,0.00011483288835734129,0.00024234822194557637,0.9996427297592163,test
441,0.0002336406905669719,0.00039296745671890676,0.9993733763694763,test
442,0.00036220686160959303,0.0005920075345784426,0.9990457892417908,test
454,0.000593838281929493,0.0008717394666746259,0.9985344409942627,test
455,0.0002576256520114839,0.0004469366103876382,0.9992953538894653,test
456,0.00019682614947669208,0.0003932877443730831,0.9994099140167236,test
457,0.00037589730345644057,0.0012634965823963284,0.9983606934547424,test
458,0.00026848207926377654,0.000607237801887095,0.9991243481636047,test
459,0.00024605184444226325,0.0003720840613823384,0.9993818998336792,test
467,0.0001756268902681768,0.0003130750556010753,0.9995112419128418,test
477,5.642614996759221e-05,0.00026434287428855896,0.9996793270111084,test
496,0.00013753867824561894,0.0012559146853163838,0.9986066222190857,test
500,0.00015717739006504416,0.0005471032345667481,0.999295711517334,test
502,0.0001053261585184373,0.00029182949219830334,0.9996028542518616,test
505,8.702010381966829e-05,0.00037684213020838797,0.9995361566543579,test
508,7.904078665887937e-05,0.0002484740107320249,0.999672532081604,test
513,0.00010118246427737176,0.0005162439192645252,0.9993826150894165,test
528,0.9861339926719666,0.013297075405716896,0.0005689743557013571,test
530,0.7302111983299255,0.26711010932922363,0.002678678371012211,test
531,0.9441192150115967,0.0168214850127697,0.03905929625034332,test
537,0.9247779250144958,0.012725426815450191,0.06249658390879631,test
538,0.9564061760902405,0.009346368722617626,0.03424742817878723,test
